start
0.004
0.156
0.256
0.376
0.484
0.608
0.628
0.82
0.928
1.04
1.144
1.256
1.36
1.452
1.592
1.656
1.804
1.888
2.028
2.1
2.236
2.344
2.464
2.576
2.688
2.816
2.884
3.048
3.184
3.296
3.408
3.508
3.628
3.756
3.884
3.972
4.096
4.2
4.34
4.448
4.588
4.704
4.812
4.952
5.092
5.192
5.312
5.4
5.552
5.672
5.812
5.924
6.004
6.12
6.26
6.356
6.472
6.604
6.708
6.804
6.944
7.088
7.18
7.304
7.416
7.5
7.636
7.772
7.908
8.04
8.104
8.244
8.376
8.488
8.572
8.744
8.812
8.952
9.028
9.176
9.316
9.448
9.588
9.672
9.82
9.916
10.056
10.18
10.304
10.384
10.496
10.636
10.776
10.928
11.024
11.164
11.268
11.36
11.608
11.748
11.876
11.976
12.108
12.24
12.388
12.46
12.608
12.708
12.8
12.88
13.02
13.172
13.312
13.392
13.532
13.64
13.772
13.872
14.012
14.064
14.248
14.352
14.436
14.576
14.704
14.8
14.912
15.02
15.16
15.256
15.396
15.5
15.608
15.724
15.82
15.952
16.064
16.2
16.308
16.448
16.548
16.68
16.8
16.904
17.044
17.136
17.244
17.392
17.516
17.652
17.76
17.908
18.008
18.14
18.268
18.352
18.492
18.632
18.748
18.88
19.012
19.092
19.232
19.376
19.46
19.604
19.712
19.82
19.96
20.1
20.192
20.324
20.46
20.556
20.684
20.824
20.948
21.036
21.168
21.276
21.376
21.5
21.624
21.72
21.832
21.904
22.044
22.188
22.328
22.428
22.568
22.648
22.8
22.96
23.1
23.236
23.288
23.428
23.548
23.688
23.792
23.944
24.084
24.164
24.256
24.428
24.568
24.644
24.78
24.86
24.988
25.14
25.212
25.352
25.448
25.572
25.684
25.784
25.932
26.052
26.132
26.272
26.412
26.508
26.644
26.78
26.864
26.976
27.112
27.224
27.356
27.46
27.584
27.72
27.828
27.936
28.076
28.188
28.308
28.384
28.524
28.672
28.812
28.924
29.044
29.156
29.268
29.38
29.496
29.604
29.748
29.86
29.976
30.08
30.22
30.368
30.428
30.54
30.66
30.808
30.944
31.024
31.104
31.244
31.396
31.504
31.644
31.712
31.828
31.936
32.076
32.172
32.312
32.424
32.56
32.656
32.796
32.936
33.076
33.132
33.26
33.4
33.488
33.62
33.76
33.884
33.972
34.1
34.22
34.308
34.448
34.6
34.688
34.78
34.904
35.052
35.2
35.328
35.412
35.52
35.66
35.8
36.008
36.152
36.288
36.392
36.476
36.58
36.708
36.832
36.972
37.084
37.2
37.3
37.44
37.72
37.72
37.72
38.012
38.012
38.012
