start_absolute_time
113.107824

113.3026293

113.4974345

113.6922398

113.887045

114.0818503

114.2766555

114.4714608

114.666266

114.8610713

115.0558765

115.2506818

115.445487

115.6402923

115.8350975

116.0299028

116.224708

116.4195133

116.6143185

116.8091238

117.003929

117.1987343

117.3935395

117.5883448

117.78315

117.9779553

118.1727605

118.3675658

118.562371

118.7571763

118.9519815

119.1467868

119.341592

119.5363973

119.7312025

119.9260078

120.120813

120.3156183

120.5104235

120.7052288

120.900034

121.0948393

121.2896445

121.4844498

121.679255

121.8740603

122.0688655

122.2636708

122.458476

122.6532813

122.8480865

123.0428918

123.237697

123.4325023

123.6273075

123.8221128

124.016918

124.2117233

124.4065285

124.6013338

124.796139

124.9909443

125.1857495

125.3805548

125.57536

125.7701653

125.9649705

126.1597758

126.354581

126.5493863

126.7441915

126.9389968

127.133802

127.3286073

127.5234125

127.7182178

127.913023

128.1078283

128.3026335

128.4974388

128.692244

128.8870493

129.0818545

129.2766598

129.471465

129.6662703

129.8610755

130.0558808

130.250686

130.4454913

130.6402965

130.8351018

131.029907

131.2247123

131.4195175

131.6143228

131.809128

132.0039333

132.1987385

132.3935438

132.588349

132.7831543

132.9779595

133.1727648

133.36757

133.5623753

133.7571805

133.9519858

134.146791

134.3415963

134.5364015

134.7312068

134.926012

135.1208173

135.3156225

135.5104278

135.705233

135.9000383

136.0948435

136.2896488

136.484454

136.6792593

136.8740645

137.0688698

137.263675

137.4584803

137.6532855

137.8480908

138.042896

138.2377013

138.4325065

138.6273118

138.822117

139.0169223

139.2117275

139.4065328

139.601338

139.7961433

139.9909485

140.1857538

140.380559

140.5753643

140.7701695

140.9649748

141.15978

141.3545853

141.5493905

141.7441958

141.939001

142.1338063

142.3286115

142.5234168

142.718222

142.9130273

143.1078325

143.3026378

143.497443

143.6922483

143.8870535

144.0818588

144.276664

144.4714693

144.6662745

144.8610798

145.055885

145.2506903

145.4454955

145.6403008

145.835106

146.0299113

146.2247165

146.4195218

146.614327

146.8091323

147.0039375

147.1987428

147.393548

147.5883533

147.7831585

147.9779638

148.172769

148.3675743

148.5623795

148.7571848

148.95199

149.1467953

149.3416005

149.5364058

149.731211

149.9260163

151.1102265
